"","Study_No","No of arms","Study_year","Drug","Dose_range","No_randomised","Responders","Dropouts_total","Dropouts_sideeffects","N compimputed","Mean","SD","hayasaka_ddd","ddd","jakubovski_ddd","Dose_delivered_mean","type","logRR","selogRR","logRRdrop","selogRRdrop","logRRdropAE","selogRRdropAE","sameDrug","exc","excdrop","excdropAE","exc","excdrop","excdropAE"
"515",221,2,2005,"fluoxetine","Licensed",57,20,9,4,54,14.9,8.4,20,20,20,20,"cc",-0.12237019966329,0.242266427534022,0.422856850820033,0.492942733812266,0.710538923271815,0.845703707595357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"518",222,2,2005,"placebo","Licensed",26,11,NA,NA,26,10.6,8.04,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"517",222,2,2005,"fluoxetine","Licensed",20,11,NA,NA,20,6.6,5.1,20,20,20,20,"cc",0.262364264467491,0.305543193929505,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"558",242,2,2003,"fluoxetine","Licensed",94,54,20,NA,91,11.3,7.52,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"557",242,2,2003,"fluvoxamine","Licensed",90,53,24,NA,86,10,7.52,28,20,20,100,"cc",0.0247929789275862,0.125048126988647,0.225806668733694,0.264418716590212,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"559",243,2,2005,"fluvoxamine","Licensed",40,29,1,1,39,7.56,12.31,56,40,40,200,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"560",243,2,2005,"sertraline","Licensed",48,28,3,3,45,11.27,11.33,61.5,60,25.5,150,"cc",-0.217412876605225,0.156088792043638,0.916290731874155,1.13468057179102,0.916290731874155,1.13468057179102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"568",247,4,1996,"placebo","Licensed",200,NA,77,22,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"565",247,4,1996,"fluvoxamine","Licensed",101,NA,42,20,NA,NA,NA,14,10,10,50,"cc",NA,NA,0.0770610461364617,0.147971438789811,0.587886669902452,0.283819582403215,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"566",247,4,1996,"fluvoxamine","Licensed",100,NA,39,27,NA,NA,NA,28,20,20,100,"cc",NA,NA,0.012903404835908,0.153714145829324,0.897941593205959,0.259791421127763,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"567",247,4,1996,"fluvoxamine","Licensed",99,NA,50,29,NA,NA,NA,42,30,30,150,"cc",NA,NA,0.271415099987909,0.133738561701563,0.979450893041605,0.254629719346004,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"573",250,4,2011,"placebo","Licensed",179,51,41,3,175,-8.4,8.86,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"574",250,4,2011,"levomilnacipran","Licensed",181,64,51,13,176,-9.6,9.15,26.8,26.8,26.8,40,"cc",0.215946225210275,0.155310621272439,0.207142340594947,0.18134672035212,1.45522584336836,0.631779198928855,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"575",250,4,2011,"levomilnacipran","Licensed",181,66,60,26,177,-10.5,9.18,53.6,53.6,53.6,80,"cc",0.246717883877029,0.153778750910345,0.369661270092722,0.17304755563683,2.1483730239283,0.600569244748387,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"576",250,4,2011,"levomilnacipran","Licensed",183,73,66,12,176,-10.8,9.42,80.4,80.4,80.4,120,"cc",0.3365334614234,0.149182439385986,0.453982328321452,0.168791842222503,1.36419401411922,0.636879575440741,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"579",252,3,2012,"placebo","Licensed",189,57,35,3,185,-11.3,10.47,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"580",252,3,2012,"levomilnacipran","Licensed",190,83,45,12,185,-14.6,10.75,26.8,26.8,26.8,40,"cc",0.370512282861204,0.137977857768792,0.246037371180062,0.200597825531357,1.38101730401905,0.637269568927408,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"581",252,3,2012,"levomilnacipran","Licensed",189,73,47,19,187,-14.4,10.8,53.6,53.6,53.6,80,"cc",0.247408173313841,0.143737535821714,0.294799540220645,0.198156538459115,1.84582669049833,0.61268499385793,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"584",254,3,1989,"milnacipran","Licensed",47,23,15,NA,42,11.4,7.9,10,10,10,50,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"585",254,3,1989,"milnacipran","Licensed",48,30,9,NA,44,9.2,6.7,20,20,20,100,"cc",0.244649756535173,0.18628382947772,-0.531879032963823,0.368331167157714,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"590",256,3,1991,"milnacipran","Licensed",42,31,8,5,41,13.55,9.34,30,30,30,150,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"591",256,3,1991,"milnacipran","Licensed",43,25,1,1,42,14.12,8.43,40,40,40,200,"cc",-0.23864187702714,0.158722168436286,-2.10297203909003,1.03823632292315,-1.63296840984429,1.07374795098151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"589",256,3,1991,"fluvoxamine","Licensed",41,22,6,5,37,14.69,10.59,56,40,40,200,"cc",-0.31884719954777,0.171793021565812,-0.26358452087272,0.49342365058305,0.0240975515790605,0.593127500869785,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"592",257,2,1994,"milnacipran","Licensed",97,32,23,4,NA,NA,NA,20,20,20,100,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"593",257,2,1994,"fluoxetine","Licensed",93,43,18,6,75,14.2,11.6,20,20,20,20,"cc",0.337575698243963,0.182876590713327,-0.203010972682858,0.279234399568825,0.447576593458291,0.628971144126746,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"596",259,3,1998,"milnacipran","Licensed",100,57,48,6,92,-14.8,9.8,20,20,20,100,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"598",259,3,1998,"fluoxetine","Licensed",100,51,50,12,100,-12.1,10,20,20,20,20,"cc",-0.111225635110224,0.130964509644322,0.0408219945202552,0.144337567297406,0.693147180559945,0.479583152331272,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"597",259,3,1998,"milnacipran","Licensed",100,52,51,10,96,-12.9,11.4,40,40,40,200,"cc",-0.0918075492531227,0.129516905768676,0.0606246218164348,0.142972642385137,0.510825623765991,0.496655480858378,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"600",260,2,2001,"milnacipran","Licensed",57,40,15,1,57,12.1,11.1,20,20,20,100,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"599",260,2,2001,"fluvoxamine","Licensed",56,32,17,4,56,15.5,12.4,56,40,40,200,"cc",-0.205443974214809,0.144391819344914,0.142862720053407,0.300148619140861,1.40399393821929,1.10208847081064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"603",262,2,2004,"milnacipran","Licensed",149,86,29,17,148,11.9,7.52,20,20,20,100,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"604",262,2,2004,"paroxetine","Licensed",153,91,33,20,151,11.4,7.52,23.6,20,20,20,"cc",0.0300205948163659,0.0967964919682719,0.10272011603303,0.227020773973063,0.136027314050799,0.30915396213436,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"605",263,3,2013,"milnacipran","Licensed",303,167,63,26,249,9.2,6,20,20,20,100,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"606",263,3,2013,"milnacipran","Licensed",301,171,54,18,255,9.6,6.4,40,40,40,200,"cc",0.0302922848463981,0.072203794908953,-0.147528139066765,0.166640166893575,-0.361102239364824,0.295625616021139,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"665",289,2,2005,"fluoxetine","Licensed",18,8,3,2,NA,NA,7.52,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"664",289,2,2005,"mirtazapine","Licensed",18,12,2,1,NA,NA,7.52,23.7,20.1,20.1,30,"cc",0.405465108108164,0.311804782231162,-0.405465108108164,0.849836585598797,-0.693147180559945,1.17851130197758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"668",291,2,2006,"mirtazapine","Licensed",130,72,39,22,127,-11.6,6.2,35.55,30.15,30.15,45,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"669",291,2,2006,"venlafaxine","Licensed",128,62,47,29,115,-12.3,6.2,60.75,45,45,225,"cc",-0.134027547434999,0.120470384139197,0.202090142116378,0.177236603706454,0.291757563164123,0.253835569577881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"673",292,4,2009,"placebo","Licensed",70,37,15,2,70,-10.4,7.5,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"670",292,4,2009,"mirtazapine","Licensed",70,45,16,5,65,-13.3,6.8,11.85,10.05,10.05,15,"cc",0.195744577126095,0.143797846568788,0.0645385211375712,0.317167523708273,0.916290731874155,0.819407451411428,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"671",292,4,2009,"mirtazapine","Licensed",70,45,16,5,66,-13.8,6.9,23.7,20.1,20.1,30,"cc",0.195744577126095,0.143797846568788,0.0645385211375712,0.317167523708273,0.916290731874155,0.819407451411428,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"672",292,4,2009,"mirtazapine","Licensed",71,41,17,1,69,-11.9,7.6,35.55,30.15,30.15,45,"cc",0.0884695190681269,0.151812547575944,0.11097850796205,0.311640778381879,-0.707331815551902,1.21310748850711,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"676",293,3,2001,"placebo","Licensed",72,24,21,3,59,13.2,7.73,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"674",293,3,2001,"mirtazapine","Licensed",210,78,75,23,NA,NA,NA,35.55,30.15,30.15,45,"cc",0.108213584640233,0.189305007425545,0.202524264111474,0.20567349683804,0.966440515559627,0.598465371222183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"675",293,3,2001,"fluoxetine","Licensed",210,80,42,12,179,12.3,7.08,60,60,60,60,"cc",0.133531392624523,0.188456554717189,-0.377294231141468,0.22973414586817,0.315852949418477,0.630884991908884,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"681",294,5,1990,"placebo","Licensed",30,7,12,4,28,-9.6,7.7,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"677",294,5,1990,"mirtazapine","Extremely low",30,7,15,6,29,-6.8,7.7,3.95,3.35,3.35,5,"cc",0,0.468025233344976,0.22314355131421,0.288675134594813,0.405465108108164,0.591607978309962,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"678",294,5,1990,"mirtazapine","Licensed",30,8,15,7,30,-7.6,7.7,11.85,10.05,10.05,15,"cc",0.133531392624523,0.44854261357253,0.22314355131421,0.288675134594813,0.559615787935423,0.571130874835599,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"679",294,5,1990,"mirtazapine","Licensed",30,10,18,12,28,-7.3,7.7,23.7,20.1,20.1,30,"cc",0.356674943938732,0.419750492781696,0.405465108108164,0.268741924943285,1.09861228866811,0.516397779494322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"680",294,5,1990,"mirtazapine","Extremely high",30,8,23,15,30,-8.1,7.7,47.4,40.2,40.2,60,"cc",0.133531392624523,0.44854261357253,0.650587566141149,0.245244627945714,1.32175583998232,0.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"685",295,4,1998,"placebo","Licensed",70,19,22,5,66,17.8,9,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"682",295,4,1998,"mirtazapine","Licensed",70,30,20,8,69,15.6,9.7,11.85,10.05,10.05,15,"cc",0.456758402495715,0.23956937139224,-0.0953101798043249,0.258617704117713,0.470003629245736,0.5444525428617,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"683",295,4,1998,"mirtazapine","Licensed",70,27,24,13,69,14.6,8.2,23.7,20.1,20.1,30,"cc",0.351397886837889,0.24717845256611,0.0870113769896299,0.241970625386189,0.955511445027436,0.498348922294057,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"684",295,4,1998,"mirtazapine","Licensed",70,28,27,15,69,15.5,8.7,35.55,30.15,30.15,45,"cc",0.387765531008764,0.24448811032487,0.204794412646013,0.232207135807998,1.09861228866811,0.487950036474267,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"690",298,2,2003,"mirtazapine","Licensed",140,70,39,22,127,-12.6,7,35.55,30.15,30.15,45,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"691",298,2,2003,"venlafaxine","Licensed",135,56,47,29,115,-11.7,7.6,60.75,45,45,225,"cc",-0.186775907143335,0.132637070959037,0.222953599751287,0.179909301692386,0.312621020799033,0.25570889606146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"696",301,2,2013,"mirtazapine","Licensed",24,NA,NA,NA,NA,17.25,3.03,23.7,20.1,20.1,30,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"697",301,2,2013,"citalopram","Licensed",28,NA,NA,NA,NA,20.64,3,40,40,2.4,40,"cc",NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"746",322,3,NA,"placebo","Licensed",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"745",322,3,NA,"fluoxetine","Licensed",NA,NA,NA,NA,NA,NA,NA,20,20,20,20,"cc",NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"766",332,2,1986,"placebo","Licensed",10,5,4,1,10,15.6,5.61,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"765",332,2,1986,"paroxetine","Licensed",19,12,7,6,19,13.7,5.61,35.4,30,30,30,"cc",0.233614851181505,0.36152697601419,-0.0822380982369722,0.490128109691512,1.14990558305566,1.00699309219046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"797",347,2,1988,"placebo","Licensed",25,5,5,NA,22,-6.2,7.2,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"796",347,2,1988,"paroxetine","Licensed",22,3,10,NA,19,-6,5.9,35.4,30,30,30,"cc",-0.382992252256106,0.669237467479809,0.82098055206983,0.463190516467527,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"813",354,2,1991,"fluoxetine","Licensed",87,54,33,5,87,-16.85,11.1,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"812",354,2,1991,"paroxetine","Licensed",89,53,25,6,89,-16.76,10.92,23.6,20,20,20,"cc",-0.0414203840897087,0.121062938660341,-0.300359987675835,0.218111949175847,0.159593305716398,0.586460960965795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"817",356,2,1992,"fluoxetine","Licensed",62,35,9,5,61,-15.7,9.5,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"816",356,2,1992,"paroxetine","Licensed",60,41,7,5,60,-16.4,8.4,23.6,20,20,20,"cc",0.191013828037885,0.14200694894665,-0.218524605457915,0.470289862790516,0.0327898228229908,0.605973845207257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"828",360,5,1992,"placebo","Licensed",53,20,19,2,51,-9.25,8.45,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"824",360,5,1992,"paroxetine","Extremely low",105,30,34,11,100,-8.01,8.45,11.8,10,10,10,"cc",-0.278203328497237,0.234396244170469,-0.10174689115568,0.231628171000721,1.02107965563302,0.750011571148725,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"825",360,5,1992,"paroxetine","Licensed",106,48,41,16,104,-11.37,8.45,23.6,20,20,20,"cc",0.182321556793955,0.206231536242352,0.0759859069779223,0.220725929734942,1.38629436111989,0.730888577833549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"826",360,5,1992,"paroxetine","Licensed",104,45,44,24,99,-9.98,8.45,35.4,30,30,30,"cc",0.136831230627078,0.209138502142804,0.16565166916257,0.216507603864055,1.81080766419875,0.716368171768526,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"827",360,5,1992,"paroxetine","Licensed",106,42,41,18,100,-9.9,8.45,47.2,40,40,40,"cc",0.048790164169432,0.213325190770033,0.0759859069779223,0.220725929734942,1.50407739677627,0.726122351097322,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"838",365,2,1989,"placebo","Licensed",21,3,14,3,20,-4.5,8.8,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"837",365,2,1989,"paroxetine","Licensed",21,7,10,2,21,-8.8,10.5,35.4,30,30,30,"cc",0.847297860387204,0.617213399848368,-0.336472236621213,0.276026223736942,-0.405465108108164,0.859124692984225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"840",366,2,1994,"fluoxetine","Licensed",70,32,27,8,68,12.6,9.07,20,20,20,20,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"839",366,2,1994,"paroxetine","Licensed",68,33,21,6,64,12,9.6,23.6,20,20,20,"cc",0.0597591955400059,0.180447869658732,-0.222326891407654,0.235933227879053,-0.258694535578529,0.512518360674046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"866",377,2,1998,"placebo","Licensed",70,20,NA,6,64,-9.5,8.16,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"865",377,2,1998,"paroxetine","Licensed",72,33,NA,14,68,-13,7.15,23.6,20,20,20,"cc",0.472604410945793,0.228316506473858,NA,NA,0.819126983420507,0.458170966911518,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"873",381,5,2001,"placebo","Licensed",105,36,18,2,101,-12.1,11.05,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"875",381,5,2001,"paroxetine","Extremely low",96,34,18,2,93,-11.9,10.61,14.75,12.5,12.5,12.5,"cc",0.0324537448497386,0.193000171743923,0.0896121586896871,0.301944754749333,0.0896121586896869,0.989979557268494,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"876",381,5,2001,"citalopram","Licensed",107,54,17,5,104,-15,10.2,20,20,1.2,20,"cc",0.386596623803782,0.165610061228065,-0.0760268981443315,0.309046082406795,0.897422247569772,0.825306243817207,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"874",381,5,2001,"paroxetine","Licensed",103,43,23,9,97,-13.8,10.83,29.5,25,25,25,"cc",0.19691253916534,0.17832847317066,0.264353819960873,0.282491183999136,1.52330875870416,0.769336443776859,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"877",381,5,2001,"citalopram","Licensed",100,48,26,5,95,-15.3,10.72,40,40,2.4,40,"cc",0.336472236621213,0.17054999732425,0.416514944294749,0.272934579145414,0.965080896043587,0.824909807479697,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"878",382,3,2002,"placebo","Licensed",149,72,36,6,142,-10,7.15,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"879",382,3,2002,"paroxetine","Extremely low",156,82,29,1,151,-11.7,7.13,14.75,12.5,12.5,12.5,"cc",0.0841434269441199,0.11385229481165,-0.262132809773714,0.221672890972798,-1.83766917053213,1.07403212282521,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"880",382,3,2002,"paroxetine","Licensed",154,91,44,10,143,-12.4,7.17,29.5,25,25,25,"cc",0.201187091032625,0.108041584533087,0.167664398993981,0.193132427664468,0.477819327297821,0.503449849316878,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"886",385,2,2003,"placebo","Licensed",125,59,40,3,118,-10.9,7.8,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"885",385,2,2003,"paroxetine","Licensed",125,57,64,13,117,-11.1,7.9,23.6,20,20,20,"cc",-0.0344861760711692,0.135989014966267,0.470003629245736,0.156923548264752,1.46633706879343,0.627898407591873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"889",386,3,2004,"placebo","Licensed",180,71,53,13,178,-8.85,8.05,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"887",386,3,2004,"paroxetine","Extremely low",168,83,39,10,161,-10.65,7.98,14.75,12.5,12.5,12.5,"cc",0.225153602242234,0.120932887608795,-0.237737395935524,0.181661811235579,-0.19337139298054,0.406712601741255,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"888",386,3,2004,"paroxetine","Licensed",177,100,39,14,173,-12.11,8,29.5,25,25,25,"cc",0.359297427263157,0.11348671275781,-0.289923149106094,0.182492950821799,0.0909150904701033,0.37033278990925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"902",392,2,2012,"placebo","Licensed",156,97,41,3,156,-14.95,10.23,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"901",392,2,2012,"paroxetine","Licensed",166,136,38,10,166,-19.11,10.3,35.4,30,30,30,"cc",0.275812126125663,0.0723039883491047,-0.138117688084928,0.195631491790879,1.14184102321893,0.648767277640862,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"904",393,2,1991,"placebo","Licensed",4,NA,1,1,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"903",393,2,1991,"paroxetine","Licensed",4,NA,1,1,NA,NA,NA,35.4,30,30,30,"cc",NA,NA,0,1.22474487139159,0,1.22474487139159,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"908",395,2,2003,"placebo","Licensed",155,NA,46,9,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"907",395,2,2003,"paroxetine","Licensed",154,NA,45,11,NA,NA,NA,23.6,20,20,20,"cc",NA,NA,-0.0155063922131578,0.176114261944547,0.207143209967768,0.434827647032097,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"910",396,2,2003,"placebo","Licensed",145,NA,45,8,NA,NA,NA,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"909",396,2,2003,"paroxetine","Licensed",143,NA,43,14,NA,NA,NA,23.6,20,20,20,"cc",NA,NA,-0.0315732619160903,0.177731475711439,0.57350490009609,0.427245845750929,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"912",397,2,2003,"placebo","Licensed",161,76,48,8,154,-14,8.87,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"911",397,2,2003,"paroxetine","Licensed",164,105,33,8,161,-17.25,8.05,23.6,20,20,20,"cc",0.304764947031457,0.101847744996236,-0.393155512281146,0.197047259652425,-0.0184620628397353,0.487535905242031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"914",398,2,2007,"placebo","Licensed",79,40,22,5,76,-12.75,6.97,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"913",398,2,2007,"paroxetine","Licensed",80,54,16,7,79,-16.1,7.4,23.6,20,20,20,"cc",0.287525810243478,0.135500150075257,-0.331032513325395,0.287743492726498,0.323893454414353,0.563647864370159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"920",401,2,1990,"placebo","Licensed",28,5,16,1,28,29.5,13.3,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"919",401,2,1990,"reboxetine","Licensed",28,20,4,1,28,12.6,10.3,34.8,25,25,10,"cc",1.38629436111989,0.422577127364258,-1.38629436111989,0.490990253030983,0,1.38873014965883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"931",406,2,1998,"placebo","Licensed",85,30,10,1,NA,16.68,8.87,0,0,0,0,"cc",0,NA,0,NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"930",406,2,1998,"reboxetine","Licensed",84,50,8,2,NA,11.6,7.64,27.84,20,20,8,"cc",0.522660081412993,0.172232010805827,-0.211309093667207,0.448698709840897,0.704981638206948,1.21504342811806,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"937",408,4,1999,"placebo","Licensed",87,39,20,7,86,-11.3,8.45,0,0,0,0,"cc",0,NA,0,NA,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"934",408,4,1999,"reboxetine","Extremely low",87,33,28,9,86,-10,8.45,6.96,5,5,2,"cc",-0.167054084663166,0.181536635963459,0.336472236621213,0.250451152856519,0.251314428280906,0.480603524977842,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"935",408,4,1999,"reboxetine","Low",87,31,35,12,86,-8.6,8.45,13.92,10,10,4,"cc",-0.2295744416445,0.186843743299122,0.559615787935423,0.235760307991617,0.538996500732687,0.450779292385253,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
